symbol,source_list,first_seen_timestamp,time_bucket,first_seen_price,price_bucket,closed,closed_at,peak_price_reached,pct_of_target_reached_if_not_closed
POM,under120,2026-07-20T13:36:00Z,morning,0.9676,<1,false,,0.9852,99.8176
CORD,under120,2026-07-20T13:36:00Z,morning,7.71,3-10,true,2026-07-20T14:10:00Z,,
VEEE,under120,2026-07-20T13:36:00Z,morning,33.4,10-120,false,,34.55,101.4089
XPON,under120,2026-07-20T13:36:00Z,morning,0.2659,<1,true,2026-07-20T15:30:00Z,,
ACMM,under120,2026-07-20T13:36:00Z,morning,13.94,10-120,false,,13.94,
CCPX,under120,2026-07-20T13:36:00Z,morning,19.04,10-120,false,,19.04,
DXST,under120,2026-07-20T13:36:00Z,morning,2.3,1-3,false,,2.3233,98.8638
GRAN,under120,2026-07-20T13:36:00Z,morning,1.55,1-3,true,2026-07-20T17:10:00Z,,
RYDE,under120,2026-07-20T13:36:00Z,morning,0.5726,<1,true,2026-07-20T13:50:00Z,,
LITZ,under120,2026-07-20T13:36:00Z,morning,16.66,10-120,true,2026-07-20T19:35:00Z,,
PVEX,under120,2026-07-20T13:36:00Z,morning,26.55,10-120,true,2026-07-20T13:45:00Z,,
TEMT,under120,2026-07-20T13:36:00Z,morning,17.15,10-120,false,,17.45,99.7143
ANTA,under120,2026-07-20T13:36:00Z,morning,3.56,3-10,true,2026-07-20T15:55:00Z,,
GCTK,under120,2026-07-20T13:36:00Z,morning,0.4345,<1,true,2026-07-20T13:50:00Z,,
MUZ,under120,2026-07-20T13:36:00Z,morning,14.68,10-120,true,2026-07-20T13:55:00Z,,
AMPG,under120,2026-07-20T13:36:00Z,morning,5.895,3-10,true,2026-07-20T19:10:00Z,,
SNDQ,under120,2026-07-20T13:36:00Z,morning,3.72,3-10,true,2026-07-20T13:50:00Z,,
PSNL,under120,2026-07-20T13:36:00Z,morning,13.685,10-120,true,2026-07-20T13:55:00Z,,
VEEA,under120,2026-07-20T13:36:00Z,morning,0.1726,<1,true,2026-07-20T14:40:00Z,,
MAAS,under120,2026-07-20T13:36:00Z,morning,17.65,10-120,true,2026-07-20T13:45:00Z,,
HDB,under120,2026-07-20T13:36:00Z,morning,23.585,10-120,false,,24.095,100.1455
PENG,under120,2026-07-20T13:36:00Z,morning,54.1005,10-120,false,,55.5674,100.6838
SKDD,under120,2026-07-20T13:36:00Z,morning,14.78,10-120,true,2026-07-20T13:50:00Z,,
CNEY,under120,2026-07-20T13:36:00Z,morning,0.6121,<1,true,2026-07-20T14:10:00Z,,
AIIO,under120,2026-07-20T13:36:00Z,morning,3.555,3-10,true,2026-07-20T13:35:00Z,,
TELO,under120,2026-07-20T13:36:00Z,morning,0.9999,<1,false,,1.02,100.0
SOXS,under120,2026-07-20T13:36:00Z,morning,49.5,10-120,true,2026-07-20T14:10:00Z,,
ONTX,under120,2026-07-20T13:36:00Z,morning,16.0,10-120,true,2026-07-20T16:50:00Z,,
VBIO,under120,2026-07-20T13:36:00Z,morning,0.456,<1,true,2026-07-20T17:25:00Z,,
AUGT,under120,2026-07-20T13:36:00Z,morning,34.55,10-120,true,2026-07-20T18:45:00Z,,
SOBR,under120,2026-07-20T13:36:00Z,morning,0.6949,<1,false,,0.7099,100.1269
BJDX,under120,2026-07-20T13:36:00Z,morning,1.31,1-3,false,,1.34,100.0
RDDC,under120,2026-07-20T13:36:00Z,morning,18.28,10-120,true,2026-07-20T14:15:00Z,,
PMAX,under120,2026-07-20T13:36:00Z,morning,1.73,1-3,true,2026-07-20T15:10:00Z,,
IMMX,under120,2026-07-20T13:36:00Z,morning,9.285,3-10,true,2026-07-20T13:35:00Z,,
DAMD,under120,2026-07-20T13:36:00Z,morning,1.635,1-3,true,2026-07-20T14:55:00Z,,
AIXI,under120,2026-07-20T13:36:00Z,morning,1.4,1-3,false,,1.4194,99.2587
WEBX,under120,2026-07-20T13:36:00Z,morning,19.89,10-120,false,,19.89,
ONFO,under120,2026-07-20T13:36:00Z,morning,0.1225,<1,true,2026-07-20T15:35:00Z,,
VSA,under120,2026-07-20T13:36:00Z,morning,3.37,3-10,true,2026-07-20T15:30:00Z,,
AAOZ,under120,2026-07-20T13:36:00Z,morning,31.98,10-120,true,2026-07-20T14:15:00Z,,
AIHS,under120,2026-07-20T13:36:00Z,morning,1.195,1-3,true,2026-07-20T13:35:00Z,,
GLMD,under120,2026-07-20T13:36:00Z,morning,0.4982,<1,true,2026-07-20T13:55:00Z,,
UONEK,under120,2026-07-20T13:36:00Z,morning,3.77,3-10,true,2026-07-20T13:45:00Z,,
JZ,under120,2026-07-20T13:36:00Z,morning,2.51,1-3,true,2026-07-20T13:35:00Z,,
NVVE,under120,2026-07-20T13:36:00Z,morning,7.2,3-10,true,2026-07-20T14:15:00Z,,
MTNB,under120,2026-07-20T13:36:00Z,morning,0.3161,<1,false,,0.3197,98.9783
LGHL,under120,2026-07-20T13:36:00Z,morning,1.61,1-3,false,,1.6993,101.7545
ALPS,under120,2026-07-20T13:36:00Z,morning,0.4602,<1,true,2026-07-20T13:35:00Z,,
MASK,under120,2026-07-20T13:36:00Z,morning,1.5101,1-3,false,,1.56,100.6452
HPAI,under120,2026-07-20T13:36:00Z,morning,0.495,<1,false,,0.5181,101.9882
TVRD,under120,2026-07-20T13:36:00Z,morning,2.95,1-3,true,2026-07-20T17:20:00Z,,
QBTZ,under120,2026-07-20T13:36:00Z,morning,6.29,3-10,true,2026-07-20T13:45:00Z,,
XEML,under120,2026-07-20T13:36:00Z,morning,23.7199,10-120,false,,23.7199,
BYAH,under120,2026-07-20T13:36:00Z,morning,0.4213,<1,true,2026-07-20T15:00:00Z,,
ILLR,under120,2026-07-20T13:36:00Z,morning,1.35,1-3,true,2026-07-20T13:35:00Z,,
YANG,under120,2026-07-20T13:36:00Z,morning,29.78,10-120,false,,29.96,98.6175
LXEH,under120,2026-07-20T13:36:00Z,morning,1.37,1-3,true,2026-07-20T19:55:00Z,,
UXIN,under120,2026-07-20T13:36:00Z,morning,1.5599,1-3,false,,1.58,98.75
CLGN,under120,2026-07-20T13:36:00Z,morning,0.3102,<1,true,2026-07-20T18:45:00Z,,
VTAK,under120,2026-07-20T13:36:00Z,morning,0.5221,<1,false,,0.5299,99.4184
UVIX,under120,2026-07-20T13:36:00Z,morning,58.9401,10-120,true,2026-07-20T18:40:00Z,,
BMNZ,under120,2026-07-20T13:36:00Z,morning,18.655,10-120,false,,19.46,101.9916
GIPR,under120,2026-07-20T13:36:00Z,morning,1.04,1-3,true,2026-07-20T18:25:00Z,,
SRXH,under120,2026-07-20T13:36:00Z,morning,2.165,1-3,false,,2.24,101.3575
UZX,under120,2026-07-20T13:36:00Z,morning,0.25,<1,true,2026-07-20T13:40:00Z,,
BNZI,under120,2026-07-20T13:36:00Z,morning,2.25,1-3,false,,2.25,97.8261
ADBU,under120,2026-07-20T13:36:00Z,morning,20.67,10-120,true,2026-07-20T16:30:00Z,,
AIXC,under120,2026-07-20T13:36:00Z,morning,0.721,<1,true,2026-07-20T14:15:00Z,,
BATL,under120,2026-07-20T13:36:00Z,morning,1.6187,1-3,false,,1.64,98.7952
OMH,under120,2026-07-20T13:36:00Z,morning,0.2321,<1,true,2026-07-20T14:10:00Z,,
MODD,under120,2026-07-20T13:36:00Z,morning,2.775,1-3,false,,2.79,98.2394
ZCMD,under120,2026-07-20T13:36:00Z,morning,1.49,1-3,true,2026-07-20T18:00:00Z,,
SLGB,under120,2026-07-20T13:36:00Z,morning,0.5116,<1,false,,0.5116,98.0077
SGLY,under120,2026-07-20T13:36:00Z,morning,0.246,<1,true,2026-07-20T13:55:00Z,,
MYND,under120,2026-07-20T13:36:00Z,morning,0.381,<1,true,2026-07-20T17:55:00Z,,
HCAI,under120,2026-07-20T13:36:00Z,morning,6.5,3-10,false,,6.56,98.9442
RGTZ,under120,2026-07-20T13:36:00Z,morning,5.83,3-10,true,2026-07-20T14:10:00Z,,
INDS,under120,2026-07-20T13:36:00Z,morning,39.5,10-120,true,2026-07-20T13:40:00Z,,
IONZ,under120,2026-07-20T13:36:00Z,morning,5.1602,3-10,true,2026-07-20T13:50:00Z,,
IMTE,under120,2026-07-20T13:36:00Z,morning,0.4621,<1,true,2026-07-20T14:10:00Z,,
HBNB,under120,2026-07-20T13:36:00Z,morning,5.37,3-10,true,2026-07-20T19:05:00Z,,
TSXD,under120,2026-07-20T13:36:00Z,morning,6.02,3-10,true,2026-07-20T19:05:00Z,,
GEW,under120,2026-07-20T13:36:00Z,morning,51.21,10-120,false,,51.21,
KPTI,under120,2026-07-20T13:36:00Z,morning,8.89,3-10,false,,9.02,99.4487
MGRT,under120,2026-07-20T13:36:00Z,morning,78.52,10-120,false,,80.0,99.8752
MWG,under120,2026-07-20T13:36:00Z,morning,1.3,1-3,false,,1.3,
MSN,under120,2026-07-20T13:36:00Z,morning,0.3705,<1,true,2026-07-20T16:00:00Z,,
TEM,under120,2026-07-20T13:36:00Z,morning,49.18,10-120,false,,49.75,99.1628
NOWL,under120,2026-07-20T13:36:00Z,morning,4.35,3-10,true,2026-07-20T15:20:00Z,,
MWC,under120,2026-07-20T13:36:00Z,morning,1.66,1-3,false,,1.69,99.4118
RYOJ,under120,2026-07-20T13:36:00Z,morning,3.94,3-10,false,,4.0,99.5025
GURE,under120,2026-07-20T13:36:00Z,morning,3.49,3-10,false,,3.636,101.8487
SST,under120,2026-07-20T13:36:00Z,morning,1.6512,1-3,true,2026-07-20T18:35:00Z,,
AVEX,under120,2026-07-20T13:36:00Z,morning,13.605,10-120,false,,13.8931,100.0944
YHC,under120,2026-07-20T13:36:00Z,morning,1.6612,1-3,true,2026-07-20T13:35:00Z,,
ALOY,under120,2026-07-20T13:36:00Z,morning,8.3391,3-10,true,2026-07-20T19:45:00Z,,
SSG,under120,2026-07-20T13:36:00Z,morning,13.0,10-120,true,2026-07-20T18:30:00Z,,
GDC,under120,2026-07-20T13:36:00Z,morning,1.53,1-3,true,2026-07-20T14:00:00Z,,
DLAG,under120,2026-07-20T13:36:00Z,morning,31.1,10-120,true,2026-07-20T13:40:00Z,,
ZTG,under120,2026-07-20T13:36:00Z,morning,2.76,1-3,true,2026-07-20T15:45:00Z,,
AACG,under120,2026-07-20T13:36:00Z,morning,0.92,<1,false,,0.95,101.1715
ELPW,under120,2026-07-20T13:36:00Z,morning,0.2584,<1,false,,0.2687,101.7803
ADBG,under120,2026-07-20T13:36:00Z,morning,3.7,3-10,true,2026-07-20T17:30:00Z,,
CHNU,under120,2026-07-20T13:36:00Z,morning,14.73,10-120,false,,14.73,
KWM,under120,2026-07-20T13:36:00Z,morning,0.1165,<1,true,2026-07-20T13:35:00Z,,
OKLS,under120,2026-07-20T13:36:00Z,morning,34.66,10-120,true,2026-07-20T13:50:00Z,,
BDMD,under120,2026-07-20T13:36:00Z,morning,0.9973,<1,true,2026-07-20T13:55:00Z,,
KXIN,under120,2026-07-20T13:36:00Z,morning,5.41,3-10,true,2026-07-20T16:35:00Z,,
MEC,under120,2026-07-20T13:36:00Z,morning,29.1,10-120,false,,29.63,99.7979
AIBZ,under120,2026-07-20T13:36:00Z,morning,6.5683,3-10,false,,6.705,100.0746
NINE,under120,2026-07-20T13:36:00Z,morning,10.67,10-120,true,2026-07-20T13:35:00Z,,
YMAT,under120,2026-07-20T13:36:00Z,morning,2.3,1-3,true,2026-07-20T18:45:00Z,,
AMKX,under120,2026-07-20T13:36:00Z,morning,18.619,10-120,true,2026-07-20T14:45:00Z,,
ZKH,under120,2026-07-20T13:36:00Z,morning,2.82,1-3,true,2026-07-20T17:25:00Z,,
RGNT,under120,2026-07-20T13:36:00Z,morning,2.245,1-3,false,,2.2788,99.5109
MUD,under120,2026-07-20T13:36:00Z,morning,12.18,10-120,true,2026-07-20T18:30:00Z,,
YOLO,under120,2026-07-20T13:36:00Z,morning,2.52,1-3,true,2026-07-20T14:10:00Z,,
STSM,under120,2026-07-20T13:36:00Z,morning,19.8,10-120,true,2026-07-20T18:35:00Z,,
SECZ,under120,2026-07-20T13:36:00Z,morning,6.78,3-10,false,,6.82,98.5549
FXP,under120,2026-07-20T13:36:00Z,morning,20.74,10-120,false,,21.0,99.2439
SOS,under120,2026-07-20T13:36:00Z,morning,0.945,<1,false,,0.955,99.0664
CRCD,under120,2026-07-20T13:36:00Z,morning,6.61,3-10,false,,6.86,101.6296
UVXY,under120,2026-07-20T13:36:00Z,morning,24.06,10-120,true,2026-07-20T19:10:00Z,,
SRHR,under120,2026-07-20T13:36:00Z,morning,58.19,10-120,false,,58.19,
FTRK,under120,2026-07-20T13:36:00Z,morning,0.45,<1,true,2026-07-20T13:35:00Z,,
GNPX,under120,2026-07-20T13:36:00Z,morning,7.26,3-10,false,,7.35,99.1903
CNCG,under120,2026-07-20T13:36:00Z,morning,32.89,10-120,false,,32.89,
OFAL,under120,2026-07-20T13:36:00Z,morning,0.1095,<1,false,,0.1119,99.9107
WYHG,under120,2026-07-20T13:36:00Z,morning,3.6,3-10,true,2026-07-20T14:30:00Z,,
CLNE,under120,2026-07-20T13:36:00Z,morning,2.255,1-3,false,,2.31,100.0
INLF,under120,2026-07-20T13:36:00Z,morning,2.445,1-3,false,,2.49,99.6
AQEC,under120,2026-07-20T13:36:00Z,morning,23.79,10-120,true,2026-07-20T15:25:00Z,,
OIO,under120,2026-07-20T13:36:00Z,morning,2.0,1-3,false,,2.08,101.9608
ATPC,under120,2026-07-20T13:36:00Z,morning,2.91,1-3,false,,2.975,100.1684
BZAI,under120,2026-07-20T13:36:00Z,morning,1.01,1-3,false,,1.0499,100.9519
SMRX,under120,2026-07-20T13:36:00Z,morning,17.06,10-120,true,2026-07-20T19:00:00Z,,
NTCL,under120,2026-07-20T13:36:00Z,morning,4.24,3-10,false,,4.315,99.6536
TEAD,under120,2026-07-20T13:36:00Z,morning,0.7505,<1,true,2026-07-20T13:45:00Z,,
RYAAY,under120,2026-07-20T13:36:00Z,morning,59.39,10-120,false,,60.25,99.4553
SKHZ,under120,2026-07-20T13:36:00Z,morning,12.7,10-120,true,2026-07-20T15:00:00Z,,
AEON,under120,2026-07-20T13:36:00Z,morning,0.28,<1,true,2026-07-20T18:45:00Z,,
QH,under120,2026-07-20T13:36:00Z,morning,6.6001,3-10,false,,6.925,101.9882
PMMR,under120,2026-07-20T13:36:00Z,morning,25.7796,10-120,false,,25.7796,
